,SCORE,,,390,100%
 250 ,"IN THE ""STRENGTHS, WEAKNESSES, OPPORTUNITIES, THREATS"" TOOLS AS POPULARIZED BY EXPONENTS OF
STRATEGIC PLANNING, THE ELEMENTS, ASPECTS OR CHARACTERISTICS THAT NEED TO BE REINFORCED, ARE
ENUMERATED UNDER WHICH QUADRANT?
A. ""S""
B. ""W""
C. ""O""
D. ""T""",A,A,Correct,1
 251 ,"ACCORDING TO KARL WITTFOGELS ""HYDRAULIC CIVILIZATION"" MODEL OF URBANIZATION (1957), WHAT WOULD EXPLAIN THE EMERGENCE IN ANTIQUITY (4000-200 BCE) OF THE EARLIEST CITIES ALSO KNOWN AS ""NECROPOLIS"" AND TEMPLE TOWNS?
A. IRRIGATION FOR FARMS REVOLUTION~ZED BOTH-ECONOMIC PRODUCTION AND SOCIAL ORGANIZATION AS IT RESULTED IN FOOD SURPLUS, WHICH NECESSITATED LARGE WAREHOUSES IN PREPARATION OF WAR OR DROUGHT.
B. STRONGMAN RULE WAS HASTENED BY THE NEED TO DISTRIBUTE WATER FOR IRRIGATION AND TO RATION FOOD.
C. . WITH ABUNDANT FOOD, CLASSES OF NON-FARMING WORKERS EMERGED WHICH EVENTUALLY LED TO ""DIVISION OF LABOR., AND ""OCCUPATIONAL SPECIALIZATION"".
D. CITY-BUILDING CENTERED ON IMMORTALIZING KINGS AND HEROES IN GODLIKE WORSHIP THROUGH GRANDIOSE MONUMENTS, TOMBS, FINERIES, PYRAMIDS, MAUSOLEUMS, SHRINES, ALTARS, TEMPLES, ZIGGURATS, OBELISK, ETC.
E. ALL OF THE ABOVE",E,E,Correct,1
 252 ,"DR. GIDEON SJOBERG (1933) CLAIMS THAT CULTURAL EXCHANGE FROM OVERLAND TRADE AND COMMERCE IN PRE-INDUSTRIAL ERA FOSTERED THE FORMATION OF THE CITIES, AS LITERATE INDIVIDUALS, CRAFTSMEN AND TOOL-MAKERS CAME TOGETHER TO DEBATE AND TEST EACH OTHER'S IDEAS. COMPETITION AMONG NON-FARMING SPECIALIST GAVE BIRTH TO THE 'SCIENTIFIC METHOD' AS WELL AS TO TECHNOLOGICAL ADVANCES IN PLANT CULTIVATION AND ANIMAL BREEDING.
 A. ACCULTURATION AND ENCULTURATION 
B. SOCIO-CULTURAL THEORY OF URBANIZATION 
C. DIFFUSION OF TECHNOLOGY INFORMATION
D. THE SCIENTIFIC REVOLUTION",B,B,Correct,1
 253 ,"FOR HIS GRID-IRON DESIGN OF ANCIENT GREEK SETILEMENTS SUCH AS PRIENE, PIRAEUS AND RHODES. HE IS ACKNOWLEDGED AS THE FATHER OF TOWN PLANNING IN WESTERN CIVILIZATION.
A. VITRUVIUS OF ROME
B. PTOLEMY
C. HIPPODAMUS OF MILETUS
D. APPOLODORUS OF DAMASCUS",C,C,Correct,1
 254 ,"WHICH MAJOR CONTRIBUTION OF CLASSICAL GREEK CIVILIZATION 700-404 BCE TO TOWN PLANNING?
A. POLYTHEISM OR PANTHEON OF GREEK GODS WHICH SANCTIFIED ALL ELEMENTS bF NATURE AS BEING ANIMATED BY DIVINE SPIRIT.
B. THE DELINEATION BETWEEN RELIGIOUS SPACE & SECULAR CIVIC SPACE AS SEPARATE BUT COMPLEMENTARY SPHERES IN SOCIETY
C. THE CONCEPT OF 'POLLS' OR (LATIN) 'CIVITAS' WHICH MEANS THAT ONLY RESIDENTS OF CITIES CAN TRULY BE CALLED 'CIVILIZED'
D. THE PRACTICE OF DIRECT DEMOCRACY AND THE NOTION OF CITIZENSHIP WHICH INCLUDED WOMEN, THE POOR, SLAVES AND ALIENS.",B,B,Correct,1
 255 ,"THEY WERE CONSIDERED THE EARLIEST REGIONAL PLANNERS IN HISTORY (27 BCE-410 AD) BECAUSE THEY
PLANNED THEIR CITIES AND SETTLEMENTS WITH TRANSPORT NETWORK, CIVIL WORKS, UTILITIES AND MILITARY
DEFENSE, FOREMOST IN THEIR MINDS.
A. MACEDONIAN GREEKS UNDER ALEXANDER THE GREAT
B. ROMANS UNDER THE DICTATORIAL EMPERORS
C. PERSIANS UNDER CYRUS THE GREAT
D. EGYPTIANS UNDER RAMESES, THUTMOSES AND NEFERTITI",B,B,Correct,1
 256 ,"WHAT THEORY OF URBANIZATION BY RL CARNEIRO (1970) BEST EXPALINS ""FORTRESS CITIES"" DURING THE DARK AGES 476-SOOAD?
A. URBANIZATION WAS HASTENED BY CULTURAL EXCHANGE RESULTING FROM OVERLAND TRADE CARA-VANS
B. PEOPLE SETTLED TOGETHER AROUND STRATEGIC PLACES WHICH COULD DIRECTLY BENEFIT FROM MARITIME TRADE.
C. STRONGMAN RULE WAS NECESSITATED IN ORDER TO TO DISTRIBUTE WATER FOR IRRIGATION.
D. AFTER THE COLLAPSE OF ARMY-BASED IMPERIAL GOVT, PEOPLE HAD TO CONGREGATE IN CITIES FOR BETTER PROTECTION FROM PLUNDERERS AND MARAUDERS.",D,D,Correct,1
 257 ,"2,500 ""CATHEDRAL TOWNS"" DURING MIDDLE AGES 800-1440 AD SHOWCASED THE ASCENDANCY OF THE CHURCH IN ALL AFFAIRS WHETHER RELIGIOUS OR SECULAR, AND THESE MEDIEVAL CITIES DISPLAYED THE CHARACTERISTICS EXCEPT ONE:
A. NARROW, TWISTY, IRREGULAR STREETS RADIATING FROM THE MAIN CENTER tRADIO CENTRIC)
B. CONGESTION WAS COMMON; INFRASTRUCTURE FOR GARBAGE AND SEWERAGE WAS ABSENT; SANITATION WAS POOR;
C. VULNERABLE TO EPIDEMICS SUCH AS BUBONIC PLAGUE, CHOLERA, TYPHOID FEVER, SCARLET FEVER, ETC.
D. LOSS OF PRIVACY DUE TO OVERCROWDING RESULTED IN LOOSE SEXUAL MORALS OF THE POPULATION",D,D,Correct,1
 258 ,"OUTSIDE THE WALLS OF MEDIEVAL TOWNS AND CITIES, LAND WAS USED COLLECTIVELY AND DEFINED AS FOLLOWS: 'COMMON OF PASTURE', 'COMMON OFTURBARY', 'COMMON OF PISCARY', 'COMMON OF ESTOVERS', AND 'COMMON OF SOIL'. WHICH ONE REFERS TO EVERYONE'S RIGHT TO TAKE FISH, GAME, OR FOWL FROM COMMUNAL LAND? 
A. COMMON OF PASTURE
B. COMMON OF PISCARY 
C. COMMON OF SOIL 
D. COMMON OF TURBARY",B,B,Correct,1
 259 ,"EXCEPT FOR ONE CITY BELOW, ""MERCANTILE CITIES"" DURING THE RENAISSANCE PERIOD SERVED AS TRA.DING POSTS FOR OVERSEAS COMMERCE AND PLAYED KEY ROLE IN THE ACCUMUlATION OF GOLD AND SILVER BY THE EUROPEAN MONARCHIES AND PRINCIPALALITIES.
A. VENICE, ITALY
B. AMSTERDAM, THE NETHERLANDS
C. DORTMUND, GERMANY
D. LISBON, PORTUGAL",C,C,Correct,1
 260 ,"ACCORDING TO MAX WEBER IN 'THE PROTESTANT ETHIC AND THE SPIRIT OF CAPITALISM (1904)', WHAT WAS THE KEY FACTOR IN TRANSITION FROM THE MERCANTILE ECONOMIES CONTROLLED BY EUROPEAN MONARCHIES TO PROFIT-DRIVEN INDIVIDUAL ENTERPRISE OR LAISSEZ-FAIRE?
A. ENDEMIC CORRUPTION IN HIGHLY STRUCTURED CATHOLIC SOCIETY MAD_E PEOPLE LESS IMAGINATIVE AND LESS ENTREPRENEURIAL
B. EARLY PROYESTANTS GENERALLY EMPHASIZED HARD-WORK, SIMPLICITY, THRIFT, DISCIPLINE, SAVINGS & RE-INVESTMENT OF SAVINGS
C. ROYAL TREASURIES WENT BANKRUPT DUE TO CATHOLICS CULTURE OF EXCESS, LAVISH CELEBRATIONS, OVERINDULGENCE, ETC.
D. PROTESTANT WORK WITHOUT THE BAGGAGE OF SEVEN CAPITAL SINS SUCH AS GREED, AVARICE, ENVY. LUST, GLUTTONY, ETC.",B,B,Correct,1
 261 ,"THE FIRST GRID-IRON OR ORTHOGONAL STREET PATTERN-IN CONTINENTAL AMERICA WAS DESIGNED IN 1682 BY:
A. WILLIAM PENN FOR PHILADELPHIA. PENNSYLYANlA
B. PIERRE CHARLES L' ENFANT FOR WASHINGTON D.C.
C. PETER MINUIT FOR MANHATTAN ISLAND, N.Y.
D. JOHN WINTHROP FOR TRIMOUNTAINE, BOSTON COMMON",A,A,Correct,1
 262 ,"BEFORE THE RISE OF ""SCIENTIFIC SOCIALISM"" BASED ON CONCEPT CLASS-STRUGGLE, NORMATIVE OR UTOPIAN SOCIALISM BASED ON CHRISTIAN VALUES WAS SHOWCASED BY THIS PHILANTHROPIST IN NEW LANARK, SCOTLAND (1799) WHERE EXCELLENT WORKING CONDITIONS, DECENT H.OUSING, AND CHEAP SERVICES FOR THE WORKING CL.ASS INCREASED PRODUCTIVITY AND PROFIT. ITS FOUNDER WAS LATER ACKNOWLEDGED AS THE FATHER OF THE COOPERATIVE MOVEMENT.
A. ROBERT OWEN
B. JOHN CADBURY
C. JAMES BUCKINGHAM
D. SIR CHRISTOPHER WREN",A,A,Correct,1
 263 ,"THE MILESTONE THAT MARKED THE START OF INDUSTRIAL AGE IN 1769 AND CHANGED THE PRIMARY MODE OF ECONOMIC PRODUCTION WAS:
A. DISCOVERY OF CRUDE OIL, COAL AND GAS AS FUELS
B. INVENTION OF STEAM ENGINE AS SOURCE OF POWER
C. INVENTION OF PRINTING PRESS TO PROPAGATE SCINTIFIC KNOWLEDGE
D. INVENTION OF TRAINS, TRAMS AND RAIL FOR FASTER MOVEMENT OF GOODS",B,B,Correct,1
 264 ,"AT THE START OF 19TH CENTURY INDUSTRIALIZATION IN ENGLAND BEFORE THE EMERGENCE OF FULLPlEDGED PROFESSIONAL PLANNERS, WHO WERE THE EARLIEST URBAN PLANNING PRACTITIONERS WHO ADDRESSED THE CITY-WIDE PROBLEMS INCLUDING 'GERM VERSUS FILTW DILEMMA.
A. MICROBIOLOGIST, CHEMIST, PAHRMACISTS 
B. SHELTER SPECIALIST, HOUSING DEVELOPERS, CONTRACTORS 
C. INDUSTRIAL ENGINEERS MACHINE ENGINEERS, CIVIL ENGINEERS 
D. DOCTORS, EPIDEMOLO~IST, SANITARIANS, PUBLIC HEALTH PERSONNEL",D,D,Correct,1
 265 ,"RECOGNIZED AS ""FATHER OF LANDSCAPE ARCHITECTURE , HE ND GREENWAYS CAN CONSERVATION MOVEMENT"" IN THEUS WHICH ADVANCED THE IDEA THAT CITY PARKS A STRUCTURE URBAN SPACE, STIMULATE.~IXED USES, DAMPEN CLASS CONFLICT, HEIGHTEN FAMILY VALUES, AND SERVE AS AID TO SOCIAL REFORM.
A. FREDERICK LAW OLMSTEAD SR.
B. JOHN MUIR
C. GIFFORD PINCHOT
D. GEORGE PERKINS MARSH",A,A,Correct,1
 266 ,"HE WROTE THE FAMOUS BOOK"" GARDEN CITIES OF TOMORROW"" (1902) AND BECAME A MOST INFLUENTIAL THINKER WITH IS EFFORT TO COMBINE THE BEST EFFORT OF ""TOWN"" WITH THE BEST FEATURES OF COUNRY AS SHOWN IN HIS DIAGRAM OF THREE-MAGNETS.
A. SIR FREDERIC OSBORN
B. SIR EBENEZER HOWARD
C. SIR PATRICK LESLIE ABERCROMBIE
D. SIR RAYMOND UNWIN",B,B,Correct,1
 267 ,"THE GARDEN CITY MOVEMENT IN THE UNITED KINGDOM DIRECTLY ADDRESSED LARGE-SCALE PROBLEMS CAUSED BY THE:
A. THE SCIENTIFIC REVOLUTION
B. BRITISH AMERICAN WAR OF INDEPENDENCE
C. INDUSTRIAL REVOLUTION
D. WORLD WAR II AND HOLOCAUST",C,C,Correct,1
 268 ,"SUPERVISED BY SIR RAYMOND UNWIN, THE FIRST GARDEN CITY BUILT IN THE UNITED KINGDOM (1903- 1920) WAS:
A. LETCHWORTH
B. LONDON
C. WELWYN
D. HAMPSTEAD
E. MILTON KEYNES",A,A,Correct,1
 269 ,"THE GARDEN CITY MOVEMENT SHAPED THE BRITISH POLICY OF ""URBAN CONTAINMENT"", WITH THE FOLLOWING FEATURES, EXCEPT ONE:
A. GREENBELTS, GREEN GIRDLES AND CLEAR EDGES FOR ALL CITIES
B. MASS TRANSIT TO LINK ""MOTHER CITY"" WITH GARDEN CITIES
C. HOMESTEAD OF ABOUT ONE ACRE PER FAMILY
D. PRESERVATION OF MORE FARMLAND & OPEN SPACE ",C,C,Correct,1
 270 ,"IN 1970, WHAT UNIVERSITY OFFERED THE FIRST ACADEMIC DEGREE COURSE IN CITY PLANNING UNDER ITS LANDSCAPE ARCHITECTURE DEPARTMENT, WHICH PRORAM LATER SPUN OFF TO BECOME THE FIRST EVER SCHOOL OF PLANNING IN 1929?
A. OXFORD UNIVERSITY
B. HARVARD UNIVERSITY
C. CAMBRIDGE UNIVERSITY
D. UNIVERSITY OF HEIDELBERG",B,B,Correct,1
 271 ,"CONSIDERED AS THE ""FATHER OF CITY PLANNING IN AMERICA"", HE PREPARED PLANS FOR THE CITY OF MANILA AND THE CITY OF BAGUIO FROM 1903 TO 1911 WITH THE ASSISTANCE OF PIERCE ANDERSSON.
A. JOHN HAY
B. WILLIAM HOWARD TAFT
C. ROBERT KENNON
D. DANIEL HUDSON BURNHAM
E. FRANCIS B. HARRISON",D,D,Correct,1
 272 ,"""MAKE NO LITTLE PLANS, THEY HAVE NO MAGIC AND PROBABLY THEMSELVES, WILL NOT BE REALIZED. MAKE BIG PLANS; AIM HIGH IN HOPE AND WORK, REMEBERING THAT A NOBLE, LOGICAL DIAGRAM ONCE RECORDED WILL NEVER DIE"".
A. LEONE BATTISTA ALBERTI
B. DANIEL H. BURNHAM
C. BARON GEORGES EUGENES HAUSMANN
D. PIERRE CHARLES L'ENFANT",B,B,Correct,1
 273 ,"""FIRST WE SHAPE OUR BUILDINGS; THEREAFTER, OUR BUILDINGS SHAPED US."" THIS QUOTATION IS ATTRIBUTED TO:
A. WINSTON CHURCHILL
8. GEORGE WASHINGTON
C. THEODORE ROOSEVELT
D. NAPOLEON BONAPARTE",A,A,Correct,1
 274 ,"THIS WAS THE MOVEMENT THAT STRESSED THE DESIGN OF SETTLEMENTS ACCORDING TO THE PRINCIPLES OF ""GRANDEUR, EXUBERANCE, MONUMENTALITY, DRAM AND TENSION, COHESIVENESS AND SYMMETRY"" AS DEMONSTARTED IN THE PLANNING OF WASHINGTON D.C., PARIS, CHICAGO, SAN FRANCISCO, AMONG OTHERS.
A. CITY BEAUTIFUL MOVEMENT
B. CITY FUNCTIONAL MOVEMENT
C. CITY EFFICIENT MOVEMENT
D. NEW TOWNS MOVEMENT",A,A,Correct,1
 275 ,"THE us SUPREME COURrs DECISION TO UPHOLD POWER OF AN LGU TO REGULATE LAND USE THROUGH ORDINANCE IN THE LANDMARK CASE OF 'VILLAGE OF EUCLID vs. AMBER REALTY COMPANY"" IS RECKONED AS THE WATERSHED MOMENT FOR:
A. CITY BEAUTIFUL MOVEMENT
B. CITY FUNCTIONAL MOVEMENT
C. CITY EFFICIENT MOVEMENT
D. REGIONAL CITY MOVEMENT",B,B,Correct,1
 276 ,"AMONG THE CITY BEAUTIFUL MOVEMENT PLANNERS, HE WAS THE EARLISET TO ARTICULATE THE PRINCIPLES OF URBAN DESIGN IN ""CITY PLANNING ACCORDING TO ARTISTIC PRINCIPLES"" (1889).
A. CAMILO SITTE
B. ILDEFONSO CERDA
C. LUCIO COST A
D. OSCAR NEIMEYER
E. WILLIAM BURLEY GRIFFIN",A,A,Correct,1
 277 ,"""A TOWN IS A TOOL FOR FREE MAN TO OVERCOME CHAOS AND LACK OF ORDER...A CITY IS THE GRIP OF MAN UPON NATURE ... GEOMETRY IS THE MEANS WHEREBY WE PERCIEVE THE EXTERNAL WORLD AND EXPRESS THE WORLD WITHIN US ... GEOMETRY IS THE FOUNDATION ... MACHINERY IS THE RESULT OF GEOMETRY, THE AGE IN WHICH WE LIVE IS THEREFORE ESSENTIALLY A GEOMETRIC ONE .. TOWN PLANNING DEMANDS UNIFORMITY IN DETAIL AND A SENSE OF MOVEMENT IN GENERAL LAYOUT ... "" 
A. GORDON CULLEN 
B. LE CORBUSIER 
C. ALDO ROSSI 
D. THOMAS SHARP 
E. ROY WORKSETI",B,B,Correct,1
 278 ,"THE MAJOR OBJECTIVE OF LE CORBUSIER'S (CHARLES-EDOUARD JEANNERET) CUBIST ""RADIANT CITY"" DESIGN (1923) MEANT FOR 3 MILLION PEOPLE CONSISTING OF 'UNIFORM 60-STOREY TOWER-BLOCKS SET IN HUGE PARK' WAS TO:
A. USE HIGH-RISE STRUCTURES TO IMPROVE SAFETY OF PEOPLE AND SECURITY OF VITAL INSTITUION
B. INCREASE CITY DENSITY OF BUILDING HIGH ON SMALL PART OF LAND
C. INCREASE TH EPUBLIC'S ENJOYMENT OF ENVIRONMENTAL AMENITIES AND VIEWSCAPES FROM VARYING HEIGHTS
D. CAPTURE THE RETAIL MARKET WHICH JUSTIFIES WHY PRICES ARE NECESSARILY HIGH IN CENTRAL LOCATIONS OR CBDs. ",B,B,Correct,1
 279 ,"WHICH OF THE FOLLOWING VALID CRITIQUES OF LE CORBUSIER'S (CHARLES-EDOUARD JEANNERET) MODERNIST CITY DESIGN PERTAINS TO THE SO-CALLED ""SPATIAL PARADOX':
A. ARCHITECTURAL DETERMINISM OR THE BELIEF THAT PHYSICAL DESIGN AND VISUAL AESTHETICS ARE SUFFICIENT TO ADDRESS THE BASIC PROBLEMS OF POPULATION
B. DEVOID OF THOROUGH STUDIES ON DEMOGRAHIC, SOCIAL, ECONOMIC AND TRANSPORT ASPECTS
C. GOAL TO DECONGESTTHE CITY BY INCREASING CONGESTION AT ITS CORE
D. REJECTION OF HISTORIC PRECEDENTS AS INSPIRATIONS FOR OVERALL DESIGN
E. LACK OF HUMAN-SCALE AS UNIFORM TALL STRUCTURES TEND TO BE DISORIENTING WHILE EXTREMELYVAST OPEN SPACES LOOK INHOSPITABLE TO HUMANS",C,C,Correct,1
 280 ,"DON ANTURO SORIA Y MATA, A SPANISH ENGINEER, SUGGESTED THAT THE LOGIC OF UTILITY CONNECTIONS (ELECTRICITY, SEWER, TELEPHONE LINES, GAS AND WATER PIPES) BE THE BASIS OF CITY LAY-OUT; THUS HE CONSIDERED THE IMPACT OF TECHNOLOGY IN HIS CONCEPT OF AN ELONGATED URBAN FORM RUNNING FROM CADIZ SPAIN UP TO ST. PETERSBURG, RUSSIA.
A. CIUDAD CONECTADA
B. CIUDAD ELONGADA
C. CIUDAD LINEAL
D. CIUDAD LARGA",C,C,Correct,1
 281 ,"TONY GARNIER (1917) CONCEPTUALIZED A LUSH GREEN CITY OF ABOUT 35,000 INHABITANTS WHERE ""MAN WOULD RULE BY HIMSELF"", THUS THERE WOULD BE NO POLICE, NO CHURCHES, NO RIGID FORMS OF SOCIAL CONTROL IN THIS UTOPIAN PLACE COMPLETE WITH LANDSCAPE HOMES, FACTORIES, TRADE, SCHOOLS, TRANSPORT AND LEISURE FACILITIES.
A. ESPLANADE
B. AXLE-INDUSTRtELLE
C. POST-INDUSTRIAL MOTOR CITY
D. LINEAR INDUSTRIAL CITY",D,D,Correct,1
 282 ,"FRANK LLOYD WRIGHT PROPOSED AN ALTERNATIVE (1932) TO THE CONGESTION IN HUGE METROPOLIS BY WAY OF URBAN DECENTRALIZATION WHEREIN EACH AMERICAN FAMILY WOULD BE GRANTED AT LEAST ONE ACRE OF FEDERAL lAND IN A SELF CONTAINED, AGRO-INDUSTRIAL SETILEMENT. 
A. ECO-CITY 
B. BROADACRE CITY
C. EXURBIA 
D. MICROPOLIS 
E. SUBURBIA",B,B,Correct,1
 283 ,"WHICH OF THE FOLLOWING FEATURE DOES NOT DESCRIBE THE NEW TOWN CONCEPT OF CLARENCE STEIN  AS SHOWCASED AT RADBURN, NEW JERSEY, COLUMBIA, MARYLAND; GREENBELT, MARYLAND; GREENHILLS, OHIO; GREENDALE, WILCONSIN; AND GREENBROOK, NJ:
A HUGE MANUFACTURING FIRM AT THE CENTER 
B. SEPARATION BETWEEN PEDESTRIAN TRAFFIC AND MOTOR TRAFFIC
C. GREEN SPACES WHICH ARE INTERCONNECTED
D. SERIES OF SUPERBLOCKS
E. PRIOR LAND ASSEMBLY
F. NEIGHBORHOOD CLUSTERS",A,A,Correct,1
 284 ,"THE NEW TOWNS MOVEMENT OF 1920's MIGHT HAVE CONTRIBUTED TO SCATTERED AND UNCONTROLLED
DEVELOPMENT IN CONTINENTAL AMERICA BUT THE MAIN REASON FOR ITS SUBURBAN SPRAWL AFTER THE WAR
WAS:
A. RAPID FALL OF REAL ESTATE PRICES IN THE COUNTRYSIDE DUE TO FINANCIAL MELTDOWN FROM SUBPRIME
LENDING
B. INCREASED VALUE OF RURAL LAND DUE TO HOOVER'S INTERSTATE HIGHWAY ACT OF 1956 WHICH FUNDED FEDERAL HIGHWAYS AND FREEWAYS ACROSS MANY ESTATES
C. THE WIDESPREAD USE OF COMMUTER TRAINS AND MONORAIL
D. THE POPULARITY OF AUTOMOBILE AS MEANS OF TRANSPORTATION",D,D,Correct,1
 285 ,"THE PLANNER WHO SAID THAT ""SURVEY"" IS A REQUISITE FOR PLANNING IN THE FAMOUS FRAMEWORK ""SURVEY-ANALYSIS-PLAN"" WAS:
A. DEMOGRIPHUS
B. HERODOTUS
C. GEDDES
D. PERICLES ",D,D,Correct,1
 286 ,"HE PROPOSED THE ""NEIGHBORHOOD UNIT"" (1929) AS A SELF-CONTAINED ""GARDEN-SUBURB"" BOUNDED BY MAJOR STREETS, WITH SHOPS AT INTERSECTION AND A SCHOOL IN THE MIDDLE; ITS SIZE WOULD DEFINED BY SCHOOL'S CATCHMENT AREA WITH A RADIUS OF QUARTER MILE OR 402 METERS. THIS INCORPORATED GARDEN CITY IDEAS AND ATTEMPTED AT SOME KIND OF SOCIAL ENGINEERING.
A. CLARENCE PERRY
B. CLARENCE STEIN
C. CLARENCE THOMAS
D. CLARENCE MCKAY",A,A,Correct,1
 287 ,"SOCIAL ENGINEERING' REFERS TO:
A. DESIGNING AND BUILDING SOCIAL FACILITIES AND INFRASTRUCTURE FOR THE PUBLIC
B. MANIPULATING AGE, SEX, ETHNICITY AND OTHER DEMOGRAPHIC FACTORS OF SOCIAL GROUPS
C. IMPLEMENTING SERVICE-ORIENTED SOCIAL PROGRAMS TO MARGINALIZED SOCIAL SECTORS
D. CHANGING VALUES, MINDSETS, HABITS AND BEHAVIORS OF PEOPLE TOWARDS DESIRED SOCIETAL GOALS ",D,D,Correct,1
 288 ,"A SCOTIISH BIOLOGIST WHO AUTHORED THE MASTERPIECE ENTITLED ""CITIES IN EVOLUTIONH 91915) AND WHO COINED THE TERMS ""FOLK-WORK-PLACE"", ""CITY-REGION' AND 'CONURBATION"" IS ACKNOWLEDEGED AS THE FATHER OF REGIONAL PLANNING. 
A. SIR PATRICK LESLIE ABERCROMBIE
B. SIR PATRICK GEDDES 
C. LEWIS MUMFORD 
D. BARRY PARKER",B,B,Correct,1
 289 ,"HE LED THE CRAFTING OF THE REGIONAL ""GREATER LONDON PLAN OF 1944"", HE DESIGNED SOME 30 POSTWAR NEW TOWNS APPROVED BY THE BRITISH PARLIAMENT, INCLUDING DONCASTER AREA AND EAST KENT, IN WHICH HE USED OPEN SPACE AS STRUCTURING ELEMENT.
A. SIR PATRICK LESLIE ABERCROMBIE
B. SIR PATRICK GEDDES
C. LEWIS MUMFORD
D. CHARLES ABRAMS",A,A,Correct,1
 290 ,"SHE WAS CALLED A ""SUPERWOMAN"" WHO SINGLEHANDEDLY SPARKED ENVIRONMENTAL ACTIVISM IN THE 1960s-70s WITH HER RESEARCH (SILENT SPRING) ON THE BIOMAGNIFICATIONS OF PESTICIDES AND CHEMICALS IN THE HUMAN FOOD CHAIN; HER ADVOCACIES BORE FRUIT IN THE CREATON OF US ENVIRONMENTAL PROTECTION AGENCY AND ENVIRONMENTAL IMPACT ASSESSMENT SYSTEM IN 1970's.
A. GRO HARLEM BRUNDTLAND
B. CATHERINE BAUER WURSTER
C. RACHEL LOUISE CARSON
D. MARTHA C. NUSSBAUM",C,C,Correct,1
 291 ,"""SIRRA CLUB' IS TO JOHN MUIR, ""AUBURN SOCIETY"" TO JOHN JAMES AUDUBON, ""LIVING EARTH"" TO EUGENE PLEASANTS ODUM, ""SPACESHIP EARTH"" TO KENNETH BOULDING, ""GAIA, MOTHER EARTH"" IS TO:
A. JAMES LOVELOCK
B. HENRYY DAVID THOREAU
C. DELFIN GANAPIN
D. ARNE NAESS",A,A,Correct,1
 292 ,"IF ""EARTH HOUR"" IS OBSERVED ON THE LAST SATURDAY OF MARCH, ""EARTH DAY USA"" IS CELEBRATED ANNUALLY ON APRIL 22, ""WORLD TOWN PLANNING DAY"" FALLS ON NOVEMBER 8, AND"" WORLD ENVIRONMENT DAY"" IS MARKED ON THE 5TH DAY OF THE MONTH OF:
A. MAY
B. JUNE
C. SEPTEMBER
D. OCTOBER",B,B,Correct,1
 293 ,"IF ""WORLD HERITAGE DAY"" IS MARKED EACH YEAR ON APRIL 18, ""WORLD BIODIVERISTY DAY"" IS OBSERVED ON MAY 22, ""WORLD OCEAN DAY"" ON JUNE 18, ""WORLD INDIGENOUS PEOPLE'S DAY"" ON AUGUST 9, ""WORLD ANIMAL DAY"" ON OCTOBER 4, AND ""WORLD FOOD DAY"" ON OCTOBER 16, WHEN IS ""WORLD WATER DAY"" CELEBRATED?
A. JANUARY 13
B. MARCH 22
C. JUNE 24
D. OCTOBER 31",B,B,Correct,1
 294 ,"BASED ON HIS LANDMARK BOOK, ""DESIGN WITH NATURE"", 'MAP OVERLAY' TO IDENTIFY 'ECOLOGICAL CONTRAINTS' DEVISED IN 1967 BY THE FIRST MODERN ENVIRONMENTAL PLANNER.
A. IAN MCHARG
B. KONTANTINOS DOXIADIS
C. FRANCIS STUART CHAPIN JR.
D. EMMA BOMBECK",A,A,Correct,1
 295 ,"DR. WILLIAM REES COINED THIS CONCEPT IN 1992 TO APPROXIMATE THE AMOUNT OF PRODUCTIVE SPACE
MEASURED IN TERMS CONSUMES F OF GLOBAL HECTARE (gha) PER CAPITA, NEEDED TO SUSTAIN A POPULATION WHICH CONSUMES FOOD, WATER, ENERGY, BUILDING MATERIALS, ETC., AND REQUIRES THE SINK FUNCTIONS OF
NATURE FOR HUMAN WASTE AND POLLUTION.
A. LAND-POPULATION RATIO
B. CONSUMER PRICE INDEX
C. INDEX OF ENVIRONMENTAL IMPACT
D. ECOLOGICAL FOOTPRINT ",D,D,Correct,1
 296 ,"CONSIDERED AS THE FATHER OF WILDLIFE ECOLOGY, HE ADVOCATED IN 1948 A ""PERSONAL LAND ETHIC"" FOR HUMANS TO BECOME ""STEWARDS OF THE LAND"" AND MEMBER-CITIZENS OF LAND-COMMUNITY RATHER THAN ITS CONQUERORS OR DOMINATORS.
A. KAROL WOJTYLA OR POPE PAUL II
B. RALPH WALDO EMERSON
C. HENRY WRIGHT
D. ALDO LEOPOLD",D,D,Correct,1
 297 ,"THIS STARTED AS A US FEDERAL PROGRAM IN 1949 WHICH AIMED TO REHABILITATE THE OUTWORN OR DECAYING SECTIONS OF ANY TOWN BY EXTENDING FUND ASSISTANCE TO LGUs TO UNDERTAKE IMPROVEMENTS IN STREETSCAPES, PARK, GREENWAAYS, HOUSING, COMMUNITY CENTERS, ETC. BASED ON ANTICIPATION THAT
FUTURE REAL ESTATE WILL PAY FOR PRESENT'S COSTS.
A. LAND RE-ADJUSTMENT
B. URBAN RESTRUCTURING
C. INFILL AND DENSIFICATION
D. URBAN RENEWAL",D,D,Correct,1
